Current Player,Current Panel,Current Task,Current Time,Current Value,Current Target,Current Input
1,0,4,28.48265,269,600,Right Trigger
1,0,4,28.49369,271,600,Right Trigger
1,0,4,28.50493,272,600,Right Trigger
1,0,4,28.51649,273,600,Right Trigger
1,0,4,28.52886,274,600,Right Trigger
1,0,4,28.53831,275,600,Right Trigger
1,0,4,28.54997,276,600,Right Trigger
1,0,4,28.56062,277,600,Right Trigger
1,0,4,28.57166,279,600,Right Trigger
1,0,4,28.58299,280,600,Right Trigger
1,0,4,28.594,282,600,Right Trigger
1,0,4,28.60511,284,600,Right Trigger
1,0,4,28.61648,287,600,Right Trigger
1,0,4,28.62781,289,600,Right Trigger
1,0,4,28.6389,291,600,Right Trigger
1,0,4,28.6502,293,600,Right Trigger
1,0,4,28.66072,294,600,Right Trigger
1,0,4,28.67205,296,600,Right Trigger
1,0,4,28.68322,297,600,Right Trigger
1,0,4,28.69421,298,600,Right Trigger
1,0,4,28.70527,299,600,Right Trigger
1,0,4,28.71677,300,600,Right Trigger
1,0,4,28.72763,301,600,Right Trigger
1,0,4,28.73886,302,600,Right Trigger
1,0,4,28.75035,304,600,Right Trigger
1,0,4,28.76121,305,600,Right Trigger
1,0,4,28.77225,307,600,Right Trigger
1,0,4,28.7838,309,600,Right Trigger
1,0,4,28.7946,311,600,Right Trigger
1,0,4,28.80578,313,600,Right Trigger
1,0,4,28.81705,315,600,Right Trigger
1,0,4,28.82793,317,600,Right Trigger
1,0,4,28.83933,319,600,Right Trigger
1,0,4,28.85076,321,600,Right Trigger
1,0,4,28.86129,322,600,Right Trigger
1,0,4,28.87223,323,600,Right Trigger
1,0,4,28.89476,324,600,Right Trigger
1,0,4,28.91787,325,600,Right Trigger
1,0,4,28.92781,326,600,Right Trigger
1,0,4,28.93919,327,600,Right Trigger
1,0,4,28.95049,328,600,Right Trigger
1,0,4,28.9947,329,600,Right Trigger
1,0,4,31.1223,353,600,Right Trigger
1,0,4,31.14449,354,600,Right Trigger
1,0,4,31.16657,355,600,Right Trigger
1,0,4,31.17758,356,600,Right Trigger
1,0,4,31.1895,358,600,Right Trigger
1,0,4,31.20028,361,600,Right Trigger
1,0,4,31.2112,364,600,Right Trigger
1,0,4,31.22315,369,600,Right Trigger
1,0,4,31.23368,374,600,Right Trigger
1,0,4,31.24619,380,600,Right Trigger
1,0,4,31.25601,386,600,Right Trigger
1,0,4,31.26685,392,600,Right Trigger
1,0,4,31.27806,399,600,Right Trigger
1,0,4,31.28949,406,600,Right Trigger
1,0,4,31.30023,413,600,Right Trigger
1,0,4,31.31154,419,600,Right Trigger
1,0,4,31.32283,426,600,Right Trigger
1,0,4,31.33393,432,600,Right Trigger
1,0,4,31.34474,438,600,Right Trigger
1,0,4,31.35668,444,600,Right Trigger
1,0,4,31.36681,449,600,Right Trigger
1,0,4,31.37792,454,600,Right Trigger
1,0,4,31.38966,458,600,Right Trigger
1,0,4,31.40052,463,600,Right Trigger
1,0,4,31.41241,467,600,Right Trigger
1,0,4,31.4231,470,600,Right Trigger
1,0,4,31.43388,474,600,Right Trigger
1,0,4,31.44486,478,600,Right Trigger
1,0,4,31.45655,481,600,Right Trigger
1,0,4,31.46734,484,600,Right Trigger
1,0,4,31.47845,488,600,Right Trigger
1,0,4,31.48985,491,600,Right Trigger
1,0,4,31.50102,494,600,Right Trigger
1,0,4,31.51175,497,600,Right Trigger
1,0,4,31.52313,501,600,Right Trigger
1,0,4,31.53406,504,600,Right Trigger
1,0,4,31.5456,508,600,Right Trigger
1,0,4,31.55668,512,600,Right Trigger
1,0,4,31.56746,517,600,Right Trigger
1,0,4,31.57861,521,600,Right Trigger
1,0,4,31.59008,526,600,Right Trigger
1,0,4,31.60081,531,600,Right Trigger
1,0,4,31.61203,536,600,Right Trigger
1,0,4,31.6237,541,600,Right Trigger
1,0,4,31.63448,545,600,Right Trigger
1,0,4,31.64528,549,600,Right Trigger
1,0,4,31.65678,554,600,Right Trigger
1,0,4,31.66784,558,600,Right Trigger
1,0,4,31.67939,563,600,Right Trigger
1,0,4,31.69043,567,600,Right Trigger
1,0,4,31.70127,571,600,Right Trigger
1,0,4,31.71222,575,600,Right Trigger
1,0,4,31.72375,579,600,Right Trigger
1,0,4,31.73451,582,600,Right Trigger
1,0,4,31.74601,586,600,Right Trigger
1,0,4,31.759,589,600,Right Trigger
1,0,4,31.76826,591,600,Right Trigger
1,0,4,31.77939,594,600,Right Trigger
1,0,4,31.79076,596,600,Right Trigger
1,0,4,31.80159,597,600,Right Trigger
1,0,4,31.80159,597,600,Right Trigger
1,0,4,31.81284,599,600,Right Trigger
1,0,4,31.82487,600,600,Right Trigger
1,0,4,31.84601,601,600,Right Trigger
1,0,4,31.85774,602,600,Right Trigger
1,0,4,31.87985,603,600,Right Trigger
1,0,4,31.89047,604,600,Right Trigger
1,0,4,31.90173,605,600,Right Trigger
1,0,4,31.91273,606,600,Right Trigger
1,0,4,31.93522,607,600,Right Trigger
1,0,4,31.95783,608,600,Right Trigger
1,0,4,31.9686,609,600,Right Trigger
1,0,4,31.98001,610,600,Right Trigger
1,0,4,32.002,611,600,Right Trigger
1,0,4,32.0141,612,600,Right Trigger
1,0,4,32.03563,613,600,Right Trigger
1,0,4,32.05816,614,600,Right Trigger
1,0,4,32.06866,615,600,Right Trigger
1,0,4,32.08003,616,600,Right Trigger
1,0,4,32.18077,602,600,Right Trigger
1,0,4,32.18077,602,600,Right Trigger
1,0,4,32.19296,597,600,Right Trigger
1,0,4,32.20282,595,600,Right Trigger
1,0,4,32.22505,593,600,Right Trigger
1,0,4,32.23618,592,600,Right Trigger
1,0,4,32.33615,593,600,Right Trigger
1,0,4,34.47466,608,600,Right Trigger
1,0,4,34.48613,609,600,Right Trigger
1,0,4,34.49679,610,600,Right Trigger
1,0,4,34.50793,611,600,Right Trigger
1,0,4,34.51946,613,600,Right Trigger
1,0,4,34.53021,617,600,Right Trigger
1,0,4,34.54131,621,600,Right Trigger
1,0,4,34.55268,627,600,Right Trigger
1,0,4,34.56351,633,600,Right Trigger
1,0,4,34.57494,640,600,Right Trigger
1,0,4,34.58625,646,600,Right Trigger
1,0,4,34.59702,653,600,Right Trigger
1,0,4,34.60819,659,600,Right Trigger
1,0,4,34.61987,665,600,Right Trigger
1,0,4,34.63053,670,600,Right Trigger
1,0,4,34.6415,674,600,Right Trigger
1,0,4,34.65308,678,600,Right Trigger
1,0,4,34.66401,681,600,Right Trigger
1,0,4,34.675,684,600,Right Trigger
1,0,4,34.68636,686,600,Right Trigger
1,0,4,34.69715,688,600,Right Trigger
1,0,4,34.70829,689,600,Right Trigger
1,0,4,34.71976,691,600,Right Trigger
1,0,4,34.73074,692,600,Right Trigger
1,0,4,34.74184,693,600,Right Trigger
1,0,4,34.76404,694,600,Right Trigger
1,0,4,34.7752,695,600,Right Trigger
1,0,4,34.78676,697,600,Right Trigger
1,0,4,34.79755,698,600,Right Trigger
1,0,4,34.80859,700,600,Right Trigger
1,0,4,34.82005,702,600,Right Trigger
1,0,4,34.8308,703,600,Right Trigger
1,0,4,34.84208,705,600,Right Trigger
1,0,4,34.85379,706,600,Right Trigger
1,0,4,35.39938,737,600,Right Trigger
1,0,4,35.41014,735,600,Right Trigger
1,0,4,35.42134,732,600,Right Trigger
1,0,4,35.4322,730,600,Right Trigger
1,0,4,35.44344,729,600,Right Trigger
1,0,4,35.45495,726,600,Right Trigger
1,0,4,35.46622,724,600,Right Trigger
1,0,4,35.47691,722,600,Right Trigger
1,0,4,35.4883,720,600,Right Trigger
1,0,4,35.49903,717,600,Right Trigger
1,0,4,35.5105,715,600,Right Trigger
1,0,4,35.52191,713,600,Right Trigger
1,0,4,35.53279,711,600,Right Trigger
1,0,4,35.5439,708,600,Right Trigger
1,0,4,35.55537,706,600,Right Trigger
1,0,4,35.5659,704,600,Right Trigger
1,0,4,35.57715,701,600,Right Trigger
1,0,4,35.58897,698,600,Right Trigger
1,0,4,35.59964,695,600,Right Trigger
1,0,4,35.61069,692,600,Right Trigger
1,0,4,35.62238,688,600,Right Trigger
1,0,4,35.63291,684,600,Right Trigger
1,0,4,35.64428,679,600,Right Trigger
1,0,4,35.65549,673,600,Right Trigger
1,0,4,35.66671,668,600,Right Trigger
1,0,4,35.67765,663,600,Right Trigger
1,0,4,35.68885,658,600,Right Trigger
1,0,4,35.69963,654,600,Right Trigger
1,0,4,35.71119,650,600,Right Trigger
1,0,4,35.72211,647,600,Right Trigger
1,0,4,35.73298,644,600,Right Trigger
1,0,4,35.74441,640,600,Right Trigger
1,0,4,35.7563,636,600,Right Trigger
1,0,4,35.76683,632,600,Right Trigger
1,0,4,35.77786,629,600,Right Trigger
1,0,4,35.78908,626,600,Right Trigger
1,0,4,35.79998,623,600,Right Trigger
1,0,4,35.81119,621,600,Right Trigger
1,0,4,35.82249,618,600,Right Trigger
1,0,4,35.83337,615,600,Right Trigger
1,0,4,35.84442,612,600,Right Trigger
1,0,4,35.85584,609,600,Right Trigger
1,0,4,35.86803,606,600,Right Trigger
1,0,4,35.87793,604,600,Right Trigger
1,0,4,35.88934,601,600,Right Trigger
1,0,4,35.88934,601,600,Right Trigger
1,0,4,35.90015,599,600,Right Trigger
1,0,4,35.91129,597,600,Right Trigger
1,0,4,35.92268,596,600,Right Trigger
1,0,4,35.93365,595,600,Right Trigger
1,0,4,35.94484,594,600,Right Trigger
1,0,4,35.96712,593,600,Right Trigger
1,0,4,35.98967,592,600,Right Trigger
1,0,4,36.01155,591,600,Right Trigger
1,0,4,36.03382,590,600,Right Trigger
1,0,4,36.05632,589,600,Right Trigger
1,0,4,36.08987,588,600,Right Trigger
1,0,4,36.11183,587,600,Right Trigger
1,0,4,36.12307,586,600,Right Trigger
1,0,4,36.13401,585,600,Right Trigger
1,0,4,36.14522,584,600,Right Trigger
1,0,4,36.15668,582,600,Right Trigger
1,0,4,36.16744,581,600,Right Trigger
1,0,4,36.17849,579,600,Right Trigger
1,0,4,36.19003,578,600,Right Trigger
1,0,4,36.20079,576,600,Right Trigger
1,0,4,36.21202,574,600,Right Trigger
1,0,4,36.22353,573,600,Right Trigger
1,0,4,36.23433,571,600,Right Trigger
1,0,4,36.24544,570,600,Right Trigger
1,0,4,36.26764,569,600,Right Trigger
1,0,4,36.29027,568,600,Right Trigger
1,0,4,36.40119,567,600,Right Trigger
1,0,4,36.4241,568,600,Right Trigger
1,0,4,36.44576,569,600,Right Trigger
1,0,4,36.45722,570,600,Right Trigger
1,0,4,36.46822,571,600,Right Trigger
1,0,4,36.47952,572,600,Right Trigger
1,0,4,36.50184,573,600,Right Trigger
1,0,4,36.51275,574,600,Right Trigger
1,0,4,36.52407,575,600,Right Trigger
1,0,4,36.53495,576,600,Right Trigger
1,0,4,36.54614,577,600,Right Trigger
1,0,4,36.55775,578,600,Right Trigger
1,0,4,36.56841,579,600,Right Trigger
1,0,4,36.57951,580,600,Right Trigger
1,0,4,36.60128,582,600,Right Trigger
1,0,4,36.61349,583,600,Right Trigger
1,0,4,36.62421,584,600,Right Trigger
1,0,4,36.64635,585,600,Right Trigger
1,0,4,36.66869,586,600,Right Trigger
1,0,4,36.69127,587,600,Right Trigger
1,0,4,36.7023,588,600,Right Trigger
1,0,4,36.71311,589,600,Right Trigger
1,0,4,36.72456,590,600,Right Trigger
1,0,4,36.73546,591,600,Right Trigger
1,0,4,36.74663,592,600,Right Trigger
1,0,4,36.76884,593,600,Right Trigger
1,0,4,36.77983,594,600,Right Trigger
1,0,4,36.80206,595,600,Right Trigger
1,0,4,36.81303,596,600,Right Trigger
1,0,4,36.82492,597,600,Right Trigger
1,0,4,36.82492,597,600,Right Trigger
1,0,4,36.83545,599,600,Right Trigger
1,0,4,36.84667,600,600,Right Trigger
1,0,4,36.85793,601,600,Right Trigger
1,0,4,36.86901,602,600,Right Trigger
1,0,4,36.88026,604,600,Right Trigger
1,0,4,36.89317,605,600,Right Trigger
1,0,4,36.90253,606,600,Right Trigger
1,0,4,36.91369,608,600,Right Trigger
1,0,4,36.92528,610,600,Right Trigger
1,0,4,36.93591,611,600,Right Trigger
1,0,4,36.94727,612,600,Right Trigger
1,0,4,36.95861,614,600,Right Trigger
1,0,4,36.96936,615,600,Right Trigger
1,0,4,36.98056,616,600,Right Trigger
1,0,4,37.0027,617,600,Right Trigger
1,0,4,37.0256,618,600,Right Trigger
1,0,4,37.05841,619,600,Right Trigger
1,0,4,37.13633,620,600,Right Trigger
1,0,4,37.20311,621,600,Right Trigger
1,0,4,37.25935,620,600,Right Trigger
1,0,4,37.29242,619,600,Right Trigger
1,0,4,37.32563,618,600,Right Trigger
1,0,4,37.35938,617,600,Right Trigger
1,0,4,37.38187,616,600,Right Trigger
1,0,4,37.40369,615,600,Right Trigger
1,0,4,37.42701,614,600,Right Trigger
1,0,4,37.44857,613,600,Right Trigger
1,0,4,37.45935,612,600,Right Trigger
1,0,4,37.49277,611,600,Right Trigger
1,0,4,37.53758,610,600,Right Trigger
1,0,4,37.5707,609,600,Right Trigger
1,0,4,37.60408,608,600,Right Trigger
1,0,4,37.6265,607,600,Right Trigger
1,0,4,37.65981,606,600,Right Trigger
1,0,4,37.69329,605,600,Right Trigger
1,0,4,37.72718,604,600,Right Trigger
1,0,4,37.73804,603,600,Right Trigger
1,0,4,37.76025,603,600,Right Trigger
1,0,4,37.7827,602,600,Right Trigger
1,0,4,37.80474,601,600,Right Trigger
1,0,4,37.82756,600,600,Right Trigger
1,0,4,37.84977,599,600,Right Trigger
1,0,4,37.87187,598,600,Right Trigger
1,0,4,37.89388,597,600,Right Trigger
1,0,4,37.92703,596,600,Right Trigger
1,0,4,37.94982,595,600,Right Trigger
1,0,4,37.97209,594,600,Right Trigger
1,0,4,38.00499,593,600,Right Trigger
1,0,4,38.04971,592,600,Right Trigger
1,0,4,38.10529,591,600,Right Trigger
1,0,4,38.49529,590,600,Right Trigger
1,0,4,38.59622,591,600,Right Trigger
1,0,4,38.66239,592,600,Right Trigger
1,0,4,38.70683,593,600,Right Trigger
1,0,4,38.78511,594,600,Right Trigger
1,0,4,38.8293,595,600,Right Trigger
1,0,4,38.89619,596,600,Right Trigger
1,0,4,38.90756,597,600,Right Trigger
1,0,4,39.00768,597,600,Right Trigger
1,0,4,39.28613,598,600,Right Trigger
1,0,4,40.18839,599,600,Right Trigger
1,0,4,40.5111,598,600,Right Trigger
1,0,5,60.97132,0,1,Right Trigger
1,0,5,60.98279,1,1,Right Trigger
1,0,6,64.52452,0,2,Right Trigger
1,0,6,64.63598,1,2,Right Trigger
1,0,6,64.64721,2,2,Right Trigger
1,0,6,64.85867,2,2,Right Trigger
1,0,6,65.05879,3,2,Right Trigger
1,0,6,66.29536,4,2,Right Trigger
1,0,6,66.47341,3,2,Right Trigger
1,0,6,66.48483,2,2,Right Trigger
1,0,7,69.8036,0,3,Right Trigger
1,0,7,69.87049,1,3,Right Trigger
1,0,7,70.21618,2,3,Right Trigger
1,0,7,70.22666,3,3,Right Trigger
1,0,7,70.3718,3,3,Right Trigger
1,0,7,70.75096,4,3,Right Trigger
1,0,7,70.76142,3,3,Right Trigger
1,0,8,73.51257,0,200,Right Trigger
1,0,8,73.52439,5,200,Right Trigger
1,0,8,73.53487,11,200,Right Trigger
1,0,8,73.54618,19,200,Right Trigger
1,0,8,73.55875,30,200,Right Trigger
1,0,8,73.56811,38,200,Right Trigger
1,0,8,73.57978,49,200,Right Trigger
1,0,8,73.59064,58,200,Right Trigger
1,0,8,73.60184,68,200,Right Trigger
1,0,8,73.61299,76,200,Right Trigger
1,0,8,73.62451,85,200,Right Trigger
1,0,8,73.63537,91,200,Right Trigger
1,0,8,73.64861,99,200,Right Trigger
1,0,8,73.65767,103,200,Right Trigger
1,0,8,73.66883,108,200,Right Trigger
1,0,8,73.68007,112,200,Right Trigger
1,0,8,73.69128,115,200,Right Trigger
1,0,8,73.70213,118,200,Right Trigger
1,0,8,73.71313,120,200,Right Trigger
1,0,8,73.72457,123,200,Right Trigger
1,0,8,73.7354,126,200,Right Trigger
1,0,8,73.74662,128,200,Right Trigger
1,0,8,73.7582,131,200,Right Trigger
1,0,8,73.76896,133,200,Right Trigger
1,0,8,73.78036,135,200,Right Trigger
1,0,8,73.79131,137,200,Right Trigger
1,0,8,73.80223,139,200,Right Trigger
1,0,8,73.81353,140,200,Right Trigger
1,0,8,73.82491,141,200,Right Trigger
1,0,8,73.83602,143,200,Right Trigger
1,0,8,73.84675,144,200,Right Trigger
1,0,8,73.85818,145,200,Right Trigger
1,0,8,73.86907,147,200,Right Trigger
1,0,8,73.88029,149,200,Right Trigger
1,0,8,73.8916,150,200,Right Trigger
1,0,8,73.90304,152,200,Right Trigger
1,0,8,73.91365,154,200,Right Trigger
1,0,8,73.92467,156,200,Right Trigger
1,0,8,73.93639,158,200,Right Trigger
1,0,8,73.94713,160,200,Right Trigger
1,0,8,73.95858,163,200,Right Trigger
1,0,8,73.96936,165,200,Right Trigger
1,0,8,73.98045,168,200,Right Trigger
1,0,8,73.99207,171,200,Right Trigger
1,0,8,74.00262,174,200,Right Trigger
1,0,8,74.01398,178,200,Right Trigger
1,0,8,74.02541,183,200,Right Trigger
1,0,8,74.0363,187,200,Right Trigger
1,0,8,74.04751,191,200,Right Trigger
1,0,8,74.05845,196,200,Right Trigger
1,0,8,74.06973,201,200,Right Trigger
1,0,8,74.06973,201,200,Right Trigger
1,0,8,74.08104,207,200,Right Trigger
1,0,8,74.09203,213,200,Right Trigger
1,0,8,74.10306,219,200,Right Trigger
1,0,8,74.11456,227,200,Right Trigger
1,0,8,74.12527,235,200,Right Trigger
1,0,8,74.13639,243,200,Right Trigger
1,0,8,74.1479,251,200,Right Trigger
1,0,8,74.15886,259,200,Right Trigger
1,0,8,74.16992,266,200,Right Trigger
1,0,8,74.18128,274,200,Right Trigger
1,0,8,74.19214,280,200,Right Trigger
1,0,8,74.20329,287,200,Right Trigger
1,0,8,74.21489,292,200,Right Trigger
1,0,8,74.22556,297,200,Right Trigger
1,0,8,74.23679,301,200,Right Trigger
1,0,8,74.24796,305,200,Right Trigger
1,0,8,74.25874,308,200,Right Trigger
1,0,8,74.27006,311,200,Right Trigger
1,0,8,74.28146,313,200,Right Trigger
1,0,8,74.29234,315,200,Right Trigger
1,0,8,74.30349,316,200,Right Trigger
1,0,8,74.3149,318,200,Right Trigger
1,0,8,74.32675,319,200,Right Trigger
1,0,8,74.33681,320,200,Right Trigger
1,0,8,74.35911,321,200,Right Trigger
1,0,8,74.45923,322,200,Right Trigger
1,0,8,74.47044,321,200,Right Trigger
1,0,8,74.4819,320,200,Right Trigger
1,0,8,74.49272,319,200,Right Trigger
1,0,8,74.50401,318,200,Right Trigger
1,0,8,74.51534,316,200,Right Trigger
1,0,8,74.52598,315,200,Right Trigger
1,0,8,74.53725,313,200,Right Trigger
1,0,8,74.54865,311,200,Right Trigger
1,0,8,74.55987,309,200,Right Trigger
1,0,8,74.57133,306,200,Right Trigger
1,0,8,74.58237,304,200,Right Trigger
1,0,8,74.59327,302,200,Right Trigger
1,0,8,74.60365,299,200,Right Trigger
1,0,8,74.61539,297,200,Right Trigger
1,0,8,74.62635,295,200,Right Trigger
1,0,8,74.63736,293,200,Right Trigger
1,0,8,74.64905,291,200,Right Trigger
1,0,8,74.6604,289,200,Right Trigger
1,0,8,74.67094,287,200,Right Trigger
1,0,8,74.6823,285,200,Right Trigger
1,0,8,74.69331,283,200,Right Trigger
1,0,8,74.70453,281,200,Right Trigger
1,0,8,74.7193,278,200,Right Trigger
1,0,8,74.72839,277,200,Right Trigger
1,0,8,74.73771,275,200,Right Trigger
1,0,8,74.74928,272,200,Right Trigger
1,0,8,74.76038,269,200,Right Trigger
1,0,8,74.77127,267,200,Right Trigger
1,0,8,74.78268,264,200,Right Trigger
1,0,8,74.79353,261,200,Right Trigger
1,0,8,74.8046,258,200,Right Trigger
1,0,8,74.81622,254,200,Right Trigger
1,0,8,74.8269,251,200,Right Trigger
1,0,8,74.83814,247,200,Right Trigger
1,0,8,74.84968,243,200,Right Trigger
1,0,8,74.86053,240,200,Right Trigger
1,0,8,74.87144,237,200,Right Trigger
1,0,8,74.88292,234,200,Right Trigger
1,0,8,74.89371,231,200,Right Trigger
1,0,8,74.90489,229,200,Right Trigger
1,0,8,74.9164,226,200,Right Trigger
1,0,8,74.92713,224,200,Right Trigger
1,0,8,74.93826,222,200,Right Trigger
1,0,8,74.94971,219,200,Right Trigger
1,0,8,74.9606,217,200,Right Trigger
1,0,8,74.97189,214,200,Right Trigger
1,0,8,74.98313,212,200,Right Trigger
1,0,8,74.99401,210,200,Right Trigger
1,0,8,75.00518,208,200,Right Trigger
1,0,8,75.01669,206,200,Right Trigger
1,0,8,75.0275,204,200,Right Trigger
1,0,8,75.03859,203,200,Right Trigger
1,0,8,75.03859,203,200,Right Trigger
1,0,8,75.05007,201,200,Right Trigger
1,0,8,75.06075,200,200,Right Trigger
1,0,8,75.07198,199,200,Right Trigger
1,0,8,75.0833,197,200,Right Trigger
1,0,8,75.09442,196,200,Right Trigger
1,0,8,75.10542,195,200,Right Trigger
1,0,8,75.11748,194,200,Right Trigger
1,0,8,75.12783,193,200,Right Trigger
1,0,8,75.13936,192,200,Right Trigger
1,0,8,75.15041,190,200,Right Trigger
1,0,8,75.16109,189,200,Right Trigger
1,0,8,75.17226,187,200,Right Trigger
1,0,8,75.18379,185,200,Right Trigger
1,0,8,75.19463,184,200,Right Trigger
1,0,8,75.20567,182,200,Right Trigger
1,0,8,75.21704,180,200,Right Trigger
1,0,8,75.2279,178,200,Right Trigger
1,0,8,75.2391,176,200,Right Trigger
1,0,8,75.25091,175,200,Right Trigger
1,0,8,75.26147,173,200,Right Trigger
1,0,8,75.27242,172,200,Right Trigger
1,0,8,75.28381,170,200,Right Trigger
1,0,8,75.29477,168,200,Right Trigger
1,0,8,75.30602,167,200,Right Trigger
1,0,8,75.31863,165,200,Right Trigger
1,0,8,75.3282,163,200,Right Trigger
1,0,8,75.33922,162,200,Right Trigger
1,0,8,75.35059,160,200,Right Trigger
1,0,8,75.36163,159,200,Right Trigger
1,0,8,75.37282,158,200,Right Trigger
1,0,8,75.38409,157,200,Right Trigger
1,0,8,75.39542,156,200,Right Trigger
1,0,8,75.40611,155,200,Right Trigger
1,0,8,75.41753,154,200,Right Trigger
1,0,8,75.45106,153,200,Right Trigger
1,0,8,75.50629,152,200,Right Trigger
1,0,8,75.61782,151,200,Right Trigger
1,0,8,75.66221,152,200,Right Trigger
1,0,8,75.69563,153,200,Right Trigger
1,0,8,75.71827,154,200,Right Trigger
1,0,8,75.75153,155,200,Right Trigger
1,0,8,75.78497,156,200,Right Trigger
1,0,8,75.81839,157,200,Right Trigger
1,0,8,75.84051,158,200,Right Trigger
1,0,8,75.88516,159,200,Right Trigger
1,0,8,75.91878,160,200,Right Trigger
1,0,8,75.92982,161,200,Right Trigger
